Timestamp,Orientation (x),Orientation (y),Orientation (z),Orientation (w),Angular Velocity (x),Angular Velocity (y),Angular Velocity (z),Linear Acceleration (x),Linear Acceleration (y),Linear Acceleration (z)
1705722477.4056895,-0.17782435512595848,-0.18302003831587638,0.6524592225922717,-0.7135678854553227,-0.0091136135160923,0.004967438522726298,0.005907032638788222,-4.7758385500000005,0.07845320000000104,8.5710121
1705722477.6567116,-0.17679538501023132,-0.18426497694672136,0.6536330134317596,-0.7124280271452165,-0.006851129233837128,-0.009851166978478435,-0.03324546292424202,-4.7856452,0.10787315000000104,8.5710121
1705722477.9067533,-0.1727945310876553,-0.1828358565986764,0.6582267736774978,-0.7095425385289719,-0.002936355071142316,-0.0656931921839714,-0.05287440493702888,-4.79545185,0.09806650000000104,8.56120545
1705722478.1567712,-0.1646290288064716,-0.1760065128586096,0.6647266641481616,-0.7071474049136057,0.005232853814959526,-0.09381787478923798,-0.049234807491302476,-4.8248718,0.07845320000000104,8.56120545
1705722478.4068038,-0.15656707075777077,-0.16755975405092896,0.6701945736795342,-0.7058680574917886,0.011667704209685326,-0.10675548017024994,-0.028320802375674234,-4.87390505,0.03922660000000105,8.54159215
1705722478.6568356,-0.1476146400229081,-0.15671558569331392,0.6737560928264337,-0.7068966477717707,0.012440722435712814,-0.12303315848112106,-0.001181998522952184,-4.8640984,0.009806650000001046,8.54159215
1705722478.9068732,-0.13756920054319297,-0.14430212102836312,0.6751010696033589,-0.7102747065389723,0.0053050643764436245,-0.13449859619140625,0.021397963166236895,-4.8248718,1.0496462533718233e-15,8.5710121
1705722479.1568928,-0.1257144063896432,-0.1303664483274064,0.6750032249431371,-0.7152420034456604,0.002475478919222951,-0.1609611064195633,0.0319379083812237,-4.7464186,1.0568520628915385e-15,8.629852
1705722479.4059327,-0.11137531644761176,-0.11465071444792922,0.6746296390837433,-0.7206424929412032,-0.005899585317820311,-0.18261373043060303,0.0289749186486006,-4.6287388,0.01961330000000107,8.71811185
1705722479.6559572,-0.09941178284892653,-0.09702008180452917,0.6750396713749456,-0.7245866706112153,0.05830684304237366,-0.1584332287311554,0.015696518123149893,-4.4620257500000005,0.03922660000000108,8.83579165
1705722479.9069903,-0.0936678246672306,-0.0756722797844195,0.6772949702379873,-0.7257903057940779,0.090936079621315,-0.15090183913707733,-0.006042297929525357,-4.24627945,0.0490332500000011,8.9632781
1705722480.1570184,-0.08818619282622586,-0.05343271303184927,0.6818691502950284,-0.7241702855329042,0.0973619818687439,-0.17127470672130585,-0.038945481181144694,-3.9814999,0.04903325000000112,9.11037785
1705722480.4070554,-0.08451666102127241,-0.03174092489553783,0.6894381918071839,-0.7186963387789255,0.10823985934257507,-0.10639771819114686,-0.08203210681676863,-3.7069137,0.04903325000000113,9.26728425
1705722480.6570787,-0.08700645787812232,-0.01596820870731524,0.7003291114138643,-0.7083177452982873,0.11745106428861618,-0.07040294259786607,-0.13472281396389008,-3.4127142,0.04903325000000115,9.40457735
1705722480.9071188,0.0914920000748332,0.001141529021009754,-0.7157946205170768,0.6922903813231953,0.12466222792863846,-0.05835997685790064,-0.19539949297904968,-3.1185147,0.049033250000001166,9.5124505
1705722481.1571383,0.09865159701933261,-0.01234700848305013,-0.7358507637220111,0.6698052458116371,0.13747145235538483,-0.04402378946542743,-0.2613011598587036,-2.85373515,0.04903325000000117,9.60071035
1705722481.4071767,0.10839837674181958,-0.02414391343542387,-0.7602241491386763,0.6400985130666507,0.14462806284427643,-0.016356687992811245,-0.3292815685272217,-2.6281822,0.029419950000001183,9.6693569
1705722481.656201,0.12142260190675645,-0.03322354997813438,-0.7879785058097716,0.6026961272937164,0.15033990144729614,0.018453484401106786,-0.39502832293510437,-2.4320492,0.019613300000001194,9.7281968
1705722481.907233,0.13864418490716104,-0.03624767294048919,-0.8175180150483721,0.5577886618327751,0.1159818097949028,0.10654269158840174,-0.4519025981426239,-2.28494945,1.1985663167792674e-15,9.7870367
